handle;displayName;description;centrality;pageRank;community;insideFollowers;followersCount;followsCount;postsCount
existentialcomics.bsky.social;Existential Comics;A philosophy webcomic about the inevitable anguish of living a brief life in an absurd world. Also jokes. ;8,90372615825008e+02;1,27142178882773e-04;3;104;3472;63;140
jonathanschulz.bsky.social;Jonathan F Schulz;Asst. Prof. at George Mason University. Interested in cultural evolution, human behavior, economic development and history. https://sites.google.com/site/jonathanfschulz/;3,57124851611640e+02;4,87853462170275e-05;5;40;83;43;0
jordantcarlson.bsky.social;Jordan Carlson;"Canadian postdoc in Japan.
Energy, sustainability, unrelated ramblings.";1,22245294990360e+04;9,37926294249707e-05;3;72;565;661;4364
hkandersen.bsky.social;H.K. Andersen;Philosopher and historian of science at Simon Fraser University, working on explanation, causation, pragmatism, time. Very geeky about science fiction/fantasy. she/they;4,08652753335872e+03;1,21719703657262e-04;3;133;263;155;36
joshuaerlich.bsky.social;Joshua Erlich;civil rights lawyer, exhausted;1,15152873888019e+04;2,35612239846587e-04;1;110;2151;1147;1332
odileammann.bsky.social;Odile Ammann;Associate Professor, University of Lausanne, PhD in law, University of Fribourg, LLM, Harvard, visiting researcher, Georgetown University Law Center (2023-24). Comparative constitutional law, public international law, legal theory, lobbying.;1,10205670667181e+04;8,62612860578234e-05;1;88;248;275;24
nhfeldman.bsky.social;Nathan Feldman;"PhD candidate in political theory @columbia. Working on the history of poli sci when not distracted here.
";6,04089574241748e+02;5,09419535432334e-05;3;45;119;132;0
neuroai.bsky.social;Ida Momennejad ;Principal Researcher @ Microsoft Research NYC. I build & evaluate AI inspired by cognitive science & neuroscience (using behavioral & neural measurements), with a focus on memory & planning.;1,04452626759389e+04;3,06053072347711e-04;5;377;942;139;126
josephwmead.bsky.social;Joe Mead;Work at Georgetown Law/Institute for Constitutional Advocacy and Protection. Civil procedure and constitutional/admin law nerd. I also have other characteristics. ;1,88398918177810e+04;1,65919419556597e-04;1;132;384;349;142
stearnslab.bsky.social;Tim Stearns;Professor and Dean at The Rockefeller University. Cell biologist. Believer in the power of science education.;3,07337100288075e+03;1,44876719775734e-04;6;157;733;213;29
tgbaudson.bsky.social;Tanja Gabriele Baudson (she/her)🇪🇺;Giftedness and creativity researcher.  Professor of DiffPsy, Personality & Assessment. Humanist. European. Professor of the Year 2018. President of @MensaGermany. Member of @IGDORE. Initiator of @ScienceMarchGER. #FCKNZS;4,40872198079989e+03;4,19382457681772e-05;5;36;400;632;730
bjornlindstrom.bsky.social;Björn Lindström;Researching (social) learning and cultural evolution at Karolinska Institute, Sweden;9,65822759708681e+03;1,27160781141747e-04;5;155;306;241;3
johnzelenski.bsky.social;John Zelenski;"Psychology professor interested in personality, happiness, nature, sustainability, improving our science, and so much more.
Author of Positive Psychology: The Science of Well-Being (Sage).
https://carleton.ca/happinesslab/dr-zelenski/";2,27845323962692e+03;6,53534474438484e-05;5;64;115;177;3
davidmislin.bsky.social;David Mislin;US historian writing about religious progressives in small towns from the late 19th c.-present. Temple U. faculty. Once and (hopefully) future marathoner. Aviation buff but nervous flyer. Recovering political junkie. He/him.;1,46576848947769e+03;6,33852635680782e-05;8;47;170;168;124
seattlebryn.bsky.social;Bryn Nelson;"Freelance science writer & author of Flush: The Remarkable Science of an Unlikely Treasure. 
Seattle is home. 💩🔬🏳️‍🌈 He/him";5,87375719556098e+03;7,72930309832485e-05;7;61;233;553;92
malikaihle.bsky.social;Malika Ihle;"LMU Open Science Center coordinator
@lmu-osc.bsky.social

former Reproducible Research Oxford coordinator

cofounder of the Society for Open Reliable and Transparent Ecology and Evolutionary biology
@sortee.bsky.social

she/her";1,61653526840480e+04;9,68619070724698e-05;5;105;249;316;11
msaveski.bsky.social;Martin Saveski;"Assistant Professor @ UW iSchool. Interested in computational social science, social networks & causal inference.
http://martinsaveski.com";1,80468959634297e+03;6,34307398494988e-05;3;35;147;173;3
francescafardo.bsky.social;Francesca Fardo;Neuroscientist • brain • spinal cord • pain and temperature perception;1,40905292894687e+04;1,27435409636464e-04;5;173;344;356;16
didaktiikki.bsky.social;Antti Moilanen ;"Doctor of Education. Post doctoral researcher at the university of Kassel. My research topics:

– educational theory 
– general and subject didactics
– political education
– critical pedagogy 
– open education.";4,10620708756029e+02;3,81879702534014e-05;9;30;114;94;23
andrulus.bsky.social;Andrew Lopez ;"PhD candidate at Queen's. 

Animal Philosophy, Social & Political Philosophy, Feminist Philosophy, Latin American Philosophy, Philosophy of Biology ";3,34260962169555e+03;7,76188199626870e-05;3;77;219;213;24
ahvinson.bsky.social;Alexandra Vinson;UMich-based Sociologist, STS scholar, and Learning Health System theorist/builder. Keen to chat abt sociology of health professions ed, quantification, and test/measure development. Currently using most of my energy to change the healthcare system.;1,10101338602185e+03;3,95778454506598e-05;2;30;85;133;7
sophiavolk.bsky.social;Sophia Volk;"Senior Research Associate @ IKMZ / University of Zurich
 🔍 Science communication / strategic communication / evaluation and impact measurement / digital media / comparative research";7,54462686243391e+02;5,22996860792412e-05;4;45;163;159;2
ljubapi.bsky.social;Liuba Papeo;Neuroscientist @CNRS | @ERCgrantees | interested in how humans perceive humans and understand their actions and interactions | in literature fiction and fashion 🍸;3,15211210184900e+04;1,94441287453406e-04;5;263;480;553;81
fernandaedi.bsky.social;Fernanda Ferreira;Psycholinguist @UCDavis. Made in Portugal, raised in Canada, happily living in California.;6,13787266992752e+04;2,72078481883711e-04;5;325;767;617;139
basakbyuce.bsky.social;Basak Bingol-Yuce, PhD;scholar of humanities | journalist | literary translator ;9,53035335425913e+03;4,87288867495590e-05;3;43;136;519;2
chogberg.bsky.social;Charlotte Högberg;"PhD student in Technology & Society, Lund Uni. Sweden
Researching AI in medicine, clinical practice & society, from STS, social science and humanities perspectives. ";3,61947490065467e+03;4,76255121168215e-05;3;40;131;223;7
noahemery.bsky.social;Noah Emery, PhD;Assist Prof, Colorado State University | Cohost, Addiction Psychologist Podcast | Substance use researcher and clinician | Indigenous scholar | Social justice advocate | Views are mine;2,15119109637630e+03;9,39394614710316e-05;5;103;339;291;21
avrahimis.bsky.social;Andreas Vrahimis;"Assistant Prof. of Philosophy, University of Cyprus.
Analytic/continental divide and its history. Aesthetics.

Latest book: Bergsonism and the History of Analytic Philosophy (Palgrave Macmillan, 2022).

https://sites.google.com/view/andreasvrahimis/";9,33273850872546e+03;1,18394345036080e-04;3;129;283;330;31
borachang.bsky.social;Bora Chang, MPH;"Associate Director, Institutional + Equity Comms 
@NRDC; lecturer @ColumbiaCS strategic comms for climate change; views my own; she/her ";2,19928830492604e+03;8,36794745908874e-05;7;50;225;158;121
olgakepinska.bsky.social;Olga Kepinska;"multilingualism, language acquisition & neurolinguistics. postdoc @brainlanglab.bsky.social @univie.ac.at; previously at UCSF/UConn brainLENSlab, LUCL Leiden & LIBC Leiden. https://olgakepinska.com ";1,29046079242230e+04;8,83131012414187e-05;5;105;201;400;13
vgravey.bsky.social;Dr Viviane Gravey ;"Senior Lecturer in European Politics, Queen's University Belfast - #Brexit #Environment #Devolution #Agriculture #Trade #EuropeanStudies

Also music, knitting and cats...";1,50437736776548e+03;5,17470732974491e-05;4;40;229;165;43
seanyom.bsky.social;Sean Yom;Poli-sci prof @ Temple, Senior Fellow @ FPRI, and luckiest dad outside Turkey. I write on Mideast politics, authoritarianism, & US foreign policy. More: http://seanyom.com. ***Slowly moving here from Twitter/X...;9,67819081689716e+02;6,47494744619987e-05;4;46;151;164;4
wimpouw.bsky.social;wimpouw;Working on dynamic signs and signals in communication, Associate PI at Donders Institute. Interested in bioacoustics, language and body, movement science, evolutionary biology, complex systems and radical embodied cog sci., and other things. wimpouw.com;1,89100300486349e+04;8,28998328874470e-05;5;99;222;643;6
flintdibble.bsky.social;Flint Dibble;"⛏️ Archaeologist at Cardiff University
Ancient Greek🏺animals, food, & environment 🍖
Fighting Atlantis pseudoscience 🌊🏛
Tavros is our rescue 🐈 from Knossos
It's my real name | he/him";3,09314403384914e+04;2,39643626003819e-04;3;192;2023;543;356
wanderinggaia.bsky.social;Gaia Vince;"Writer, broadcaster, author (NOMAD CENTURY; TRANSCENDENCE; ANTHROPOCENE https://bit.ly/3QR898d) Human-Earth system science https://toot.community/@WanderingGaia";1,16756912066280e+04;1,09274842282433e-04;7;65;577;459;111
jwomenshistory.bsky.social;Journal of Women's History;The official account of the Journal of Women’s History, edited by Sandie Holguín and Jennifer J. Davis. Book Review Editor, Ronnie Grinberg. Website: jwomenshistory.org journal site: https://muse.jhu.edu/journal/100;4,35692881047102e+03;2,58821469667175e-04;8;275;1479;82;14
ansleyerickson.bsky.social;Ansley Erickson;"US cities & schools, historically. Unhealthy obsession with public transit. 
Books: Making the Unequal Metropolis; Educating Harlem. 
www.tc.columbia.edu/faculty/ate11
";8,98887989563344e+03;1,16686305035004e-04;3;96;321;331;116
kbroussard.bsky.social;Kathleen Broussard;Sociologist | sexual and reproductive health, fertility, medicine, and policy | proud Texan 🤠;3,67789307626864e+02;4,70448912892131e-05;2;34;124;99;16
georgdiez.bsky.social;Georg Diez;"Writer and journalist; fellow at Max-Planck-Gesellschaft, fellow at ProjectTogether, curator of the exhibition Survival in the 21st Century at Deichtorhallen Hamburg, April 2024. ";8,99498175725523e+02;7,33553710434131e-05;4;47;1761;137;12
xlenc.bsky.social;Xander Lenc;Carceral geographer. Prison history, ecology, healthcare, labor, and capitalism.;5,67053826525161e+03;7,96025149251675e-05;3;71;251;270;251
mekline.bsky.social;Melissa Kline Struhl;"Executive Director of childrenhelpingscience.com, Psych-DS maintainer, strong feelings about data management & collaborative science. My last name is ""Kline Struhl"" (she/her)
";4,68993414246156e+04;2,43812763397428e-04;5;251;448;568;157
candrae.bsky.social;Christine Andrä;"Assistant Professor of IR @ RUG
Researching and teaching on war&peace, knowledge&politics, arts&crafts in IR
Groningen/Bremen ";7,99575339281667e+03;6,60702927856837e-05;4;65;193;333;12
elisabethgraf.bsky.social;Elisabeth Graf;"Psychology: education and politics - focusing on emotions and civic education // PhD @univienna // Postdoc @TU Dortmund // http://elisabeth.graf-at.eu/ 
 // (c) Foto: Ines Blatterer";3,07383779643063e+03;4,36736889326538e-05;4;36;90;126;6
activehist.bsky.social;ActiveHistory.ca;What is Active History? ActiveHistory.ca connects the work of historians with the wider public and the importance of the past to current events. #ActiveHist;9,19236096660731e+03;8,79594661373153e-05;8;84;332;322;25
andrewsshi.bsky.social;Andrew Reeves;"I'm a history professor at Middle Georgia State University. I hold a PhD in medieval studies and post entirely too much about my cats and hobbies. 

All opinions are my own and do not reflect those of my employer.";7,81393493040115e+03;7,70174120382041e-05;3;63;451;370;1934
droverbytrade.bsky.social;Michael Kühhirt;"Causal inference and applied science | All my favorite singers couldn’t sing

https://kuehhirt.github.io";6,75603390388567e+01;4,54304910839796e-05;2;38;95;82;6
natematias.bsky.social;J. Nathan Matias;I collaborate with communities on citizen science for safer, fairer, more understanding Internet. Founder: Citizens & Technology Lab. Assistant Prof in Communication at Cornell · Guatemalan-American. @natematias@social.coop on Mastodon.;3,02748632592908e+02;1,24816977774371e-04;3;67;272;22;1
ngraetz.bsky.social;Nick Graetz;"Sociologist and demographer, postdoc at Princeton's Eviction Lab. I study the intersections of housing, racism, and population health. 
https://ncgraetz.com/";1,93653942746974e+03;7,76820269324787e-05;2;53;121;112;14
coraliechevallier.bsky.social;Coralie Chevallier;"Evolution and social cognition ENS-PSL
Cognitive and behavioural scientist; impact of poverty on cognition; uncertainty and decision making; evolutionary public policies, with special interest in higher-education";1,92693138511825e+04;8,85909999866471e-05;5;101;222;270;4
emsaurios.bsky.social;Erika Marin-Spiotta;ciencia, geography, geoscience, soils, mentoring, equity, social justice, transforming higher ed, (she/her) #Biogeofeminist;1,86667414720749e+04;1,29810697256943e-04;7;106;439;406;20
drheatherfarmer.bsky.social;Heather Farmer, PhD;Assistant Professor of HDFS at the University of Delaware. I study biopsychosocial mechanisms underlying health inequities across the life course. ;1,15821068431556e+03;4,30127947839710e-05;2;36;90;135;23
judicialwomen.bsky.social;Law & Courts Women;"#WomenWhoJudicial #LawCourtsWomen #JuniorsWhoJudicial | Promoting junior women and non-binary academics who study law & courts 
h/t @womenalsoknow";2,17092095384097e+02;4,64533315287468e-05;4;33;85;40;5
md.ekstrandom.net;Michael Ekstrand;Info sci prof @ Drexel, trying to keep the machines (esp. RecSys & IR) from learning bigotry and discrimination. ADHDS9. Usually self-propelled. Opinions those of the Vulcan Science Academy. 🐰x3.;7,66922485021433e+03;1,27048254915676e-04;5;53;353;414;578
kbyers.bsky.social;Krista Byers-Heinlein;Developmental Psych | prof @Concordia | Language acquisition | Bilingualism | Infants & toddlers | Open science | R | Women in science;8,23978643574387e+02;7,89873475004338e-05;5;84;179;145;9
carolyndavison.bsky.social;Carolyn Davison;"PhD candidate at University of Toronto and Baycrest Academy—interested in cog neuro (aging/memory) 🧠🧪, higher ed pedagogy 📚, ballet 🩰, embroidery 🪡, and cats 🐈. 

Autistic ♾, HoH 🦻, Long-COVID caregiver 😷. 

She/her.
";1,64350175195948e+04;8,67138918016801e-05;5;89;184;312;10
